typo;typo_min;typvoie;prevoie;nomvoie;dico
RUE PHILIPPE DE CHAMPAGNE;rue Philippe de Champagne;rue;;Philippe de Champagne;2000_PARIS
RUE DE LASTEYRIE;rue de Lasteyrie;rue;de;Lasteyrie;2000_PARIS
RUE LEON JOUHAUX;rue Léon Jouhaux;rue;;Léon Jouhaux;2000_PARIS
AVENUE DE LA FRILLIERE;avenue de La Frillière;avenue;de;La Frillière;2000_PARIS
RUE LEOPOLD BELLAN;rue Léopold Bellan;rue;;Léopold Bellan;2000_PARIS
RUE LOUISE THULIEZ;rue Louise Thuliez;rue;;Louise Thuliez;2000_PARIS
RUE LEMAIGNAN;rue Lemaignan;rue;;Lemaignan;2000_PARIS
RUE LETELLIER;rue Letellier;rue;;Letellier;2000_PARIS
RUE LESPAGNOL;rue Lespagnol;rue;;Lespagnol;2000_PARIS
RUE LAURE SURVILLE;rue Laure Surville;rue;;Laure Surville;2000_PARIS
RUE LERICHE;rue Leriche;rue;;Leriche;2000_PARIS
RUE JOSEPH PYTHON;rue Joseph Python;rue;;Joseph Python;2000_PARIS
RUE GARREAU;rue Garreau;rue;;Garreau;2000_PARIS
RUE GUICHARD;rue Guichard;rue;;Guichard;2000_PARIS
ALLEE DES HORTENSIAS;allée des Hortensias;allée;des;Hortensias;2000_PARIS
QUAI DE L'HORLOGE;quai de l'Horloge;quai;de l';Horloge;2000_PARIS
RUE IRENEE BLANC;rue Irénée Blanc;rue;;Irénée Blanc;2000_PARIS
RUE DE LA GLACIERE;rue de la Glacière;rue;de la;Glacière;2000_PARIS
RUE DE L'HOTEL DE VILLE;rue de l'Hôtel de Ville;rue;de l';Hôtel de Ville;2000_PARIS
BOULEVARD DES ITALIENS;boulevard des Italiens;boulevard;des;Italiens;2000_PARIS
RUE GANDON;rue Gandon;rue;;Gandon;2000_PARIS
RUE GAUGUET;rue Gauguet;rue;;Gauguet;2000_PARIS
RUE DU HELDER;rue du Helder;rue;du;Helder;2000_PARIS
RUE JACQUARD;rue Jacquard;rue;;Jacquard;2000_PARIS
RUE DU GROS CAILLOU;rue du Gros Caillou;rue;du;Gros Caillou;2000_PARIS
RUE GALANDE;rue Galande;rue;;Galande;2000_PARIS
PLACE DU GENERAL MONCLAR;place du Général Monclar;place;du;Général Monclar;2000_PARIS
RUE GAZAN;rue Gazan;rue;;Gazan;2000_PARIS
RUE HECTOR MALOT;rue Hector Malot;rue;;Hector Malot;2000_PARIS
RUE HOUDART;rue Houdart;rue;;Houdart;2000_PARIS
PLACE D'ISRAEL;place d'Israël;place;d';Israël;2000_PARIS
RUE HENRI ROCHEFORT;rue Henri Rochefort;rue;;Henri Rochefort;2000_PARIS
QUAI DE GESVRES;quai de Gesvres;quai;de;Gesvres;2000_PARIS
RUE GERARD PHILIPE;rue Gérard Philipe;rue;;Gérard Philipe;2000_PARIS
VILLA MOZART;villa Mozart;villa;;Mozart;2000_PARIS
IMPASSE MOUSSET;impasse Mousset;impasse;;Mousset;2000_PARIS
RUE MAURICE BOURDET;rue Maurice Bourdet;rue;;Maurice Bourdet;2000_PARIS
PLACE GUSTAVE TOUDOUZE;place Gustave Toudouze;place;;Gustave Toudouze;2000_PARIS
RUE DES IMMEUBLES INDUSTRIELS;rue des Immeubles Industriels;rue;des;Immeubles Industriels;2000_PARIS
RUE GUY MOQUET;rue Guy Môquet;rue;;Guy Môquet;2000_PARIS
RUE GUILLEMINOT;rue Guilleminot;rue;;Guilleminot;2000_PARIS
IMPASSE SAINT-PIERRE;impasse Saint-Pierre;impasse;;Saint-Pierre;2000_PARIS
ALLEE MARCEL JAMBENOIRE;allée Marcel Jambenoire;allée;;Marcel Jambenoire;2000_PARIS
IMPASSE MATHIEU;impasse Mathieu;impasse;;Mathieu;2000_PARIS
QUAI DE L'HOTEL DE VILLE;quai de l'Hôtel de Ville;quai;de l';Hôtel de Ville;2000_PARIS
RUE EUGENE FREYSSINET;rue Eugène Freyssinet;rue;;Eugène Freyssinet;2000_PARIS
BOULEVARD SAINT-MARCEL;boulevard Saint-Marcel;boulevard;;Saint-Marcel;2000_PARIS
PLACE LAURENT TERZIEFF ET PASCALE DE BOYSSON;place Laurent Terzieff et Pascale de Boysson;place;;Laurent Terzieff et Pascale de Boysson;2000_PARIS
PASSAGE THIERE;passage Thiéré;passage;;Thiéré;2000_PARIS
AVENUE DU TREMBLAY;avenue du Tremblay;avenue;du;Tremblay;2000_PARIS
RUE TESSIER;rue Tessier;rue;;Tessier;2000_PARIS
RUE GERMAINE TAILLEFERRE;rue Germaine Tailleferre;rue;;Germaine Tailleferre;2000_PARIS
RUE THIERS;rue Thiers;rue;;Thiers;2000_PARIS
PLACE HRANT DINK;place Hrant Dink;place;;Hrant Dink;2000_PARIS
PLACE JEAN MARAIS;place Jean Marais;place;;Jean Marais;2000_PARIS
PASSAGE DU SUD;passage du Sud;passage;du;Sud;2000_PARIS
PASSAGE SAINT-VIVANT;passage Saint-Vivant;passage;;Saint-Vivant;2000_PARIS
ROUTE AIMABLE;route Aimable;route;;Aimable;2000_PARIS
GALERIE SAINT-MARC;galerie Saint-Marc;galerie;;Saint-Marc;2000_PARIS
RUE SAINT-MARC;rue Saint-Marc;rue;;Saint-Marc;2000_PARIS
PROMENADE RENE CAPITANT;promenade René Capitant;promenade;;René Capitant;2000_PARIS
RUE MARIE SKOBTSOV;rue Marie Skobtsov;rue;;Marie Skobtsov;2000_PARIS
ALLEE JOSEPH RECAMIER;allée Joseph Récamier;allée;;Joseph Récamier;2000_PARIS
RUE TIQUETONNE;rue Tiquetonne;rue;;Tiquetonne;2000_PARIS
RUE MARIA HELENA VIEIRA DA SILVA;rue Maria Helena Vieira Da Silva;rue;;Maria Helena Vieira Da Silva;2000_PARIS
PASSAGE SAINT-PAUL;passage Saint-Paul;passage;;Saint-Paul;2000_PARIS
RUE DES DOCTEURS AUGUSTA ET JULES DEJERINE;rue des Docteurs Augusta et Jules Dejerine;rue;des;Docteurs Augusta et Jules Dejerine;2000_PARIS
QUAI DE VALMY;quai de Valmy;quai;de;Valmy;2000_PARIS
RUE TRONCHET;rue Tronchet;rue;;Tronchet;2000_PARIS
VOIE AU/17;voie AU/17;voie;;AU/17;2000_PARIS
RUE DE SURENE;rue de Surène;rue;de;Surène;2000_PARIS
AVENUE DES TERROIRS DE FRANCE;avenue des Terroirs de France;avenue;des;Terroirs de France;2000_PARIS
RUE THOUIN;rue Thouin;rue;;Thouin;2000_PARIS
RUE DE TLEMCEN;rue de Tlemcen;rue;de;Tlemcen;2000_PARIS
ALLEE JEAN SABLON;allée Jean Sablon;allée;;Jean Sablon;2000_PARIS
RUE BECQUEREL;rue Becquerel;rue;;Becquerel;2000_PARIS
PLACE LOUIS BERNIER;place Louis Bernier;place;;Louis Bernier;2000_PARIS
PLACE CECILE BRUNSCHVICG;place Cécile Brunschvicg;place;;Cécile Brunschvicg;2000_PARIS
PLACE HUBERT CURIEN;place Hubert Curien;place;;Hubert Curien;2000_PARIS
RUE ANATOLE DE LA FORGE;rue Anatole de La Forge;rue;;Anatole de La Forge;2000_PARIS
RUE HELENE ET FRANCOIS MISSOFFE;rue Hélène et François Missoffe;rue;;Hélène et François Missoffe;2000_PARIS
PASSAGE DE L'ANCRE;passage de l'Ancre;passage;de l';Ancre;2000_PARIS
RUE SAINT-CHRISTOPHE;rue Saint-Christophe;rue;;Saint-Christophe;2000_PARIS
RUE AUGER;rue Auger;rue;;Auger;2000_PARIS
RUE D'ALEMBERT;rue d'Alembert;rue;d';Alembert;2000_PARIS
PLACE ALFRED KASTLER;place Alfred Kastler;place;;Alfred Kastler;2000_PARIS
PASSAGE ALEXANDRE;passage Alexandre;passage;;Alexandre;2000_PARIS
RUE D'ARTOIS;rue d'Artois;rue;d';Artois;2000_PARIS
RUE DE L'AVE MARIA;rue de l'Ave Maria;rue;de l';Ave Maria;2000_PARIS
ALLEE ALEXANDRE VIALATTE;allée Alexandre Vialatte;allée;;Alexandre Vialatte;2000_PARIS
PLACE AIME MAILLART;place Aimé Maillart;place;;Aimé Maillart;2000_PARIS
RUE DE BAGNOLET;rue de Bagnolet;rue;de;Bagnolet;2000_PARIS
PLACE MARCEL CERDAN;place Marcel Cerdan;place;;Marcel Cerdan;2000_PARIS
BOULEVARD D'ALGERIE;boulevard d'Algérie;boulevard;d';Algérie;2000_PARIS
RUE DU BAIGNEUR;rue du Baigneur;rue;du;Baigneur;2000_PARIS
BALCON SAINT-EUSTACHE;balcon Saint-Eustache;balcon;;Saint-Eustache;2000_PARIS
RUE DE L'ARCADE;rue de l'Arcade;rue;de l';Arcade;2000_PARIS
RUE ANDRE LEFEBVRE;rue André Lefebvre;rue;;André Lefebvre;2000_PARIS
BOULEVARD DE CLICHY;boulevard de Clichy;boulevard;de;Clichy;2000_PARIS
RUE CLOCHE PERCE;rue Cloche Perce;rue;;Cloche Perce;2000_PARIS
RUE DE L'ARC DE TRIOMPHE;rue de l'Arc de Triomphe;rue;de l';Arc de Triomphe;2000_PARIS
RUE BELLOT;rue Bellot;rue;;Bellot;2000_PARIS
GALERIE DE LA COUR D'HONNEUR;galerie de la Cour d'Honneur;galerie;de la;Cour d' Honneur;2000_PARIS
RUE ABEL HOVELACQUE;rue Abel Hovelacque;rue;;Abel Hovelacque;2000_PARIS
AVENUE DELCASSE;avenue Delcassé;avenue;;Delcassé;2000_PARIS
PASSAGE BASFOUR;passage Basfour;passage;;Basfour;2000_PARIS
PLACE DU BATAILLON DU PACIFIQUE;place du Bataillon du Pacifique;place;du;Bataillon du Pacifique;2000_PARIS
VILLA BALLU;villa Ballu;villa;;Ballu;2000_PARIS
AVENUE CLAUDE VELLEFAUX;avenue Claude Vellefaux;avenue;;Claude Vellefaux;2000_PARIS
RUE BELLIARD;rue Belliard;rue;;Belliard;2000_PARIS
AVENUE CLAUDE REGAUD;avenue Claude Regaud;avenue;;Claude Regaud;2000_PARIS
RUE DE BELLOY;rue de Belloy;rue;de;Belloy;2000_PARIS
RUE ALPHONSE AULARD;rue Alphonse Aulard;rue;;Alphonse Aulard;2000_PARIS
BOULEVARD DES BATIGNOLLES;boulevard des Batignolles;boulevard;des;Batignolles;2000_PARIS
RUE CREBILLON;rue Crébillon;rue;;Crébillon;2000_PARIS
IMPASSE DAUNAY;impasse Daunay;impasse;;Daunay;2000_PARIS
PLACE DE LA BASTILLE;place de la Bastille;place;de la;Bastille;2000_PARIS
RUE DES BAUCHES;rue des Bauches;rue;des;Bauches;2000_PARIS
RUE CHAUVELOT;rue Chauvelot;rue;;Chauvelot;2000_PARIS
RUE CHRISTIANI;rue Christiani;rue;;Christiani;2000_PARIS
RUE DE L'ASILE POPINCOURT;rue de l'Asile Popincourt;rue;de l';Asile Popincourt;2000_PARIS
PLACE CHOPIN;place Chopin;place;;Chopin;2000_PARIS
RUE DU DOCTEUR GOUJON;rue du Docteur Goujon;rue;du;Docteur Goujon;2000_PARIS
RUE COETLOGON;rue Coëtlogon;rue;;Coëtlogon;2000_PARIS
RUE DU DOCTEUR PAQUELIN;rue du Docteur Paquelin;rue;du;Docteur Paquelin;2000_PARIS
PASSAGE DU DESIR;passage du Désir;passage;du;Désir;2000_PARIS
RUE DU DOCTEUR HEULIN;rue du Docteur Heulin;rue;du;Docteur Heulin;2000_PARIS
RUE BAUDELIQUE;rue Baudelique;rue;;Baudelique;2000_PARIS
RUE CLAUDE TERRASSE;rue Claude Terrasse;rue;;Claude Terrasse;2000_PARIS
RUE DU CHEVALIER DE LA BARRE;rue du Chevalier de La Barre;rue;du;Chevalier de La Barre;2000_PARIS
RUE CHARLES FRIEDEL;rue Charles Friedel;rue;;Charles Friedel;2000_PARIS
RUE DES ARQUEBUSIERS;rue des Arquebusiers;rue;des;Arquebusiers;2000_PARIS
RUE DE CITEAUX;rue de Citeaux;rue;de;Citeaux;2000_PARIS
AVENUE DESPREAUX;avenue Despréaux;avenue;;Despréaux;2000_PARIS
PASSAGE DOISY;passage Doisy;passage;;Doisy;2000_PARIS
RUE CHARLES ROBIN;rue Charles Robin;rue;;Charles Robin;2000_PARIS
RUE CASSINI;rue Cassini;rue;;Cassini;2000_PARIS
RUE DE LA DHUIS;rue de la Dhuis;rue;de la;Dhuis;2000_PARIS
RUE BLANCHE;rue Blanche;rue;;Blanche;2000_PARIS
RUE BROCHANT;rue Brochant;rue;;Brochant;2000_PARIS
VILLA COLLET;villa Collet;villa;;Collet;2000_PARIS
RUE CRISTINO GARCIA;rue Cristino Garcia;rue;;Cristino Garcia;2000_PARIS
AVENUE CHARLES GIRAULT;avenue Charles Girault;avenue;;Charles Girault;2000_PARIS
RUE DE LA BRIQUETERIE;rue de la Briqueterie;rue;de la;Briqueterie;2000_PARIS
RUE DU COMMANDANT RENE MOUCHOTTE;rue du Commandant René Mouchotte;rue;du;Commandant René Mouchotte;2000_PARIS
RUE DU DEBARCADERE;rue du Débarcadère;rue;du;Débarcadère;2000_PARIS
VILLA DE CRONSTADT;villa de Cronstadt;villa;de;Cronstadt;2000_PARIS
BOULEVARD DE BONNE NOUVELLE;boulevard de Bonne Nouvelle;boulevard;de;Bonne Nouvelle;2000_PARIS
RUE CHARLES HERMITE;rue Charles Hermite;rue;;Charles Hermite;2000_PARIS
RUE CAILLAUX;rue Caillaux;rue;;Caillaux;2000_PARIS
AVENUE DES CHASSEURS;avenue des Chasseurs;avenue;des;Chasseurs;2000_PARIS
RUE GONNET;rue Gonnet;rue;;Gonnet;2000_PARIS
RUE CASIMIR DELAVIGNE;rue Casimir Delavigne;rue;;Casimir Delavigne;2000_PARIS
RUE DE CAMBRAI;rue de Cambrai;rue;de;Cambrai;2000_PARIS
RUE BERNARD LECACHE;rue Bernard Lecache;rue;;Bernard Lecache;2000_PARIS
RUE GOUBET;rue Goubet;rue;;Goubet;2000_PARIS
IMPASSE BOUVART;impasse Bouvart;impasse;;Bouvart;2000_PARIS
RUE DU BESSIN;rue du Bessin;rue;du;Bessin;2000_PARIS
BOULEVARD GOUVION-SAINT-CYR;boulevard Gouvion-Saint-Cyr;boulevard;;Gouvion-Saint-Cyr;2000_PARIS
SQUARE DES CARDEURS;square des Cardeurs;square;des;Cardeurs;2000_PARIS
RUE DU GRAND PRIEURE;rue du Grand Prieuré;rue;du;Grand Prieuré;2000_PARIS
RUE BERNARD DE VENTADOUR;rue Bernard de Ventadour;rue;;Bernard de Ventadour;2000_PARIS
AVENUE VICTOR HUGO;avenue Victor Hugo;avenue;;Victor Hugo;2000_PARIS
RUE DE LA GRANGE AUX BELLES;rue de la Grange aux Belles;rue;de la;Grange aux Belles;2000_PARIS
AVENUE GOURGAUD;avenue Gourgaud;avenue;;Gourgaud;2000_PARIS
RUE DU CAPORAL PEUGEOT;rue du Caporal Peugeot;rue;du;Caporal Peugeot;2000_PARIS
RUE DE BIRAGUE;rue de Birague;rue;de;Birague;2000_PARIS
CITE DE LA CHAPELLE;cité de la Chapelle;cité;de la;Chapelle;2000_PARIS
RUE DE LA GRENADE;rue de la Grenade;rue;de la;Grenade;2000_PARIS
RUE BOURGON;rue Bourgon;rue;;Bourgon;2000_PARIS
VOIE AS/16;voie AS/16;voie;;AS/16;2000_PARIS
ALLEE DU BRINDEAU;allée du Brindeau;allée;du;Brindeau;2000_PARIS
RUE YVES TOUDIC;rue Yves Toudic;rue;;Yves Toudic;2000_PARIS
VOIE AY/14;voie AY/14;voie;;AY/14;2000_PARIS
VOIE CE/16;voie CE/16;voie;;CE/16;2000_PARIS
RUE VICTOR MASSE;rue Victor Massé;rue;;Victor Massé;2000_PARIS
RUE ZADKINE;rue Zadkine;rue;;Zadkine;2000_PARIS
VOIE D/7;voie D/7;voie;;D/7;2000_PARIS
VOIE DD/13;voie DD/13;voie;;DD/13;2000_PARIS
VOIE B/8;voie B/8;voie;;B/8;2000_PARIS
RUE VILIN;rue Vilin;rue;;Vilin;2000_PARIS
VOIE B/5;voie B/5;voie;;B/5;2000_PARIS
VOIE DU/13;voie DU/13;voie;;DU/13;2000_PARIS
VOIE DK/13;voie DK/13;voie;;DK/13;2000_PARIS
VOIE CY/12;voie CY/12;voie;;CY/12;2000_PARIS
VOIE Y/19;voie Y/19;voie;;Y/19;2000_PARIS
VOIE AX/20;voie AX/20;voie;;AX/20;2000_PARIS
RUE MARSOULAN;rue Marsoulan;rue;;Marsoulan;2000_PARIS
COUR DU MIDI;cour du Midi;cour;du;Midi;2000_PARIS
RUE DE MARIGNAN;rue de Marignan;rue;de;Marignan;2000_PARIS
AVENUE DE MONTESPAN;avenue de Montespan;avenue;de;Montespan;2000_PARIS
RUE FRANCOIS MOUTHON;rue François Mouthon;rue;;François Mouthon;2000_PARIS
RUE DE NANCY;rue de Nancy;rue;de;Nancy;2000_PARIS
PASSAGE DES FOURS A CHAUX;passage des Fours à Chaux;passage;des;Fours à Chaux;2000_PARIS
VOIE V/12;voie V/12;voie;;V/12;2000_PARIS
RUE JOMARD;rue Jomard;rue;;Jomard;2000_PARIS
RUE SPINOZA;rue Spinoza;rue;;Spinoza;2000_PARIS
RUE DE TRAKTIR;rue de Traktir;rue;de;Traktir;2000_PARIS
SQUARE SAINTE-CROIX DE LA BRETONNERIE;square Sainte-Croix de la Bretonnerie;square;;Sainte-Croix de la Bretonnerie;2000_PARIS
PASSAGE SAINTE-ELISABETH;passage Sainte-Élisabeth;passage;;Sainte-Élisabeth;2000_PARIS
RUE DE TRACY;rue de Tracy;rue;de;Tracy;2000_PARIS
AVENUE D'IENA;avenue d'Iéna;avenue;d';Iéna;2000_PARIS
RUE FIRMIN GEMIER;rue Firmin Gémier;rue;;Firmin Gémier;2000_PARIS
CITE DE L'ERMITAGE;cité de l'Ermitage;cité;de l';Ermitage;2000_PARIS
RUE FERRUS;rue Ferrus;rue;;Ferrus;2000_PARIS
VILLA MONTCALM;villa Montcalm;villa;;Montcalm;2000_PARIS
VILLA D'EYLAU;villa d'Eylau;villa;d';Eylau;2000_PARIS
RUE ERASME;rue Erasme;rue;;Erasme;2000_PARIS
RUE ERIK SATIE;rue Erik Satie;rue;;Erik Satie;2000_PARIS
RUE NARCISSE DIAZ;rue Narcisse Diaz;rue;;Narcisse Diaz;2000_PARIS
AVENUE EMILE POUVILLON;avenue Émile Pouvillon;avenue;;Émile Pouvillon;2000_PARIS
RUE REGNAULT;rue Regnault;rue;;Regnault;2000_PARIS
RUE DE ROUEN;rue de Rouen;rue;de;Rouen;2000_PARIS
RUE ROBERT PLANQUETTE;rue Robert Planquette;rue;;Robert Planquette;2000_PARIS
COURS LA REINE;cours la Reine;cours;la;Reine;2000_PARIS
IMPASSE POULE;impasse Poule;impasse;;Poule;2000_PARIS
SQUARE DE PORT-ROYAL;square de Port-Royal;square;de;Port-Royal;2000_PARIS
RUE DES RASSELINS;rue des Rasselins;rue;des;Rasselins;2000_PARIS
RUE DU REGARD;rue du Regard;rue;du;Regard;2000_PARIS
RUE ROBERT ESTIENNE;rue Robert Estienne;rue;;Robert Estienne;2000_PARIS
RUE ROBERT FLEURY;rue Robert Fleury;rue;;Robert Fleury;2000_PARIS
RUE SAUSSIER-LEROY;rue Saussier-Leroy;rue;;Saussier-Leroy;2000_PARIS
RUE DE SOISSONS;rue de Soissons;rue;de;Soissons;2000_PARIS
AVENUE DU RANELAGH;avenue du Ranelagh;avenue;du;Ranelagh;2000_PARIS
RUE DU DOUANIER ROUSSEAU;rue du Douanier Rousseau;rue;du;Douanier Rousseau;2000_PARIS
PLACE EDOUARD VII;place Édouard VII;place;;Édouard VII;2000_PARIS
RUE FERNAND PELLOUTIER;rue Fernand Pelloutier;rue;;Fernand Pelloutier;2000_PARIS
ALLEE DE FONTAINEBLEAU;allée de Fontainebleau;allée;de;Fontainebleau;2000_PARIS
VILLA GABRIEL;villa Gabriel;villa;;Gabriel;2000_PARIS
RUE EDOUARD COLONNE;rue Édouard Colonne;rue;;Édouard Colonne;2000_PARIS
RUE EDOUARD VII;rue Édouard VII;rue;;Édouard VII;2000_PARIS
RUE EUGENE FLACHAT;rue Eugène Flachat;rue;;Eugène Flachat;2000_PARIS
RUE HENRI BARBUSSE;rue Henri Barbusse;rue;;Henri Barbusse;2000_PARIS
PLACE DU GUIGNIER;place du Guignier;place;du;Guignier;2000_PARIS
RUE EDMOND VALENTIN;rue Edmond Valentin;rue;;Edmond Valentin;2000_PARIS
RUE GABRIEL VICAIRE;rue Gabriel Vicaire;rue;;Gabriel Vicaire;2000_PARIS
RUE EDOUARD FOURNIER;rue Édouard Fournier;rue;;Édouard Fournier;2000_PARIS
RUE JEAN-FRANCOIS LEPINE;rue Jean-François Lépine;rue;;Jean-François Lépine;2000_PARIS
RUE DU FAUBOURG SAINT-DENIS;rue du Faubourg Saint-Denis;rue;du;Faubourg Saint-Denis;2000_PARIS
RUE DU FOREZ;rue du Forez;rue;du;Forez;2000_PARIS
RUE DU MONT CENIS;rue du Mont Cenis;rue;du;Mont Cenis;2000_PARIS
RUE EMILE BOREL;rue Émile Borel;rue;;Émile Borel;2000_PARIS
VILLA RIBEROLLE;villa Riberolle;villa;;Riberolle;2000_PARIS
PLACE LILI BOULANGER;place Lili Boulanger;place;;Lili Boulanger;2000_PARIS
RUE KEPLER;rue Kepler;rue;;Kepler;2000_PARIS
SQUARE DE MONSOREAU;square de Monsoreau;square;de;Monsoreau;2000_PARIS
RUE ELIE FAURE;rue Élie Faure;rue;;Élie Faure;2000_PARIS
RUE FRANCIS DE CROISSET;rue Francis de Croisset;rue;;Francis de Croisset;2000_PARIS
AVENUE EMILE ET ARMAND MASSARD;avenue Émile et Armand Massard;avenue;;Émile et Armand Massard;2000_PARIS
BOULEVARD RICHARD WALLACE;boulevard Richard Wallace;boulevard;;Richard Wallace;2000_PARIS
VOIE CY/19;voie CY/19;voie;;CY/19;2000_PARIS
RUE DE L'EMPEREUR VALENTINIEN;rue de l'Empereur Valentinien;rue;de l';Empereur Valentinien;2000_PARIS
VOIE BF/18;voie BF/18;voie;;BF/18;2000_PARIS
SQUARE VERGENNES;square Vergennes;square;;Vergennes;2000_PARIS
RUE VIOLLET-LE-DUC;rue Viollet-le-Duc;rue;;Viollet-le-Duc;2000_PARIS
SENTIER DE LA STATION;sentier de la Station;sentier;de la;Station;2000_PARIS
COUR SAINT-JOSEPH;cour Saint-Joseph;cour;;Saint-Joseph;2000_PARIS
RUE DU PENSIONNAT;rue du Pensionnat;rue;du;Pensionnat;2000_PARIS
RUE PINEL;rue Pinel;rue;;Pinel;2000_PARIS
RUE NICOLAS;rue Nicolas;rue;;Nicolas;2000_PARIS
RUE PAUL DUKAS;rue Paul Dukas;rue;;Paul Dukas;2000_PARIS
AVENUE DE LA PORTE DES LILAS;avenue de la Porte des Lilas;avenue;de la;Porte des Lilas;2000_PARIS
RUE DE SENLIS;rue de Senlis;rue;de;Senlis;2000_PARIS
RUE NICOLAS CHUQUET;rue Nicolas Chuquet;rue;;Nicolas Chuquet;2000_PARIS
RUE PICCINI;rue Piccini;rue;;Piccini;2000_PARIS
AVENUE DE LA PORTE D'AUBERVILLIERS;avenue de la Porte D'Aubervilliers;avenue;de la;Porte D' Aubervilliers;2000_PARIS
RUE PIERRE PICARD;rue Pierre Picard;rue;;Pierre Picard;2000_PARIS
RUE PAUL SAUNIERE;rue Paul Saunière;rue;;Paul Saunière;2000_PARIS
RUE PIERRE FONCIN;rue Pierre Foncin;rue;;Pierre Foncin;2000_PARIS
AVENUE RENE BOYLESVE;avenue René Boylesve;avenue;;René Boylesve;2000_PARIS
RUE JULIA BARTET;rue Julia Bartet;rue;;Julia Bartet;2000_PARIS
RUE DE LA JUSTICE;rue de la Justice;rue;de la;Justice;2000_PARIS
RUE DES RONDEAUX;rue des Rondeaux;rue;des;Rondeaux;2000_PARIS
RUE JEAN BOLOGNE;rue Jean Bologne;rue;;Jean Bologne;2000_PARIS
RUE JEAN-BAPTISTE PIGALLE;rue Jean-Baptiste Pigalle;rue;;Jean-Baptiste Pigalle;2000_PARIS
VOIE EU/20;voie EU/20;voie;;EU/20;2000_PARIS
VOIE EV/20;voie EV/20;voie;;EV/20;2000_PARIS
PLACE DE RUNGIS;place de Rungis;place;de;Rungis;2000_PARIS
AVENUE JUNOT;avenue Junot;avenue;;Junot;2000_PARIS
RUE DU QUATRE SEPTEMBRE;rue du Quatre Septembre;rue;du;Quatre Septembre;2000_PARIS
RUE DU SERGENT MAGINOT;rue du Sergent Maginot;rue;du;Sergent Maginot;2000_PARIS
RUE JEAN-BAPTISTE DUMAS;rue Jean-Baptiste Dumas;rue;;Jean-Baptiste Dumas;2000_PARIS
RUE DE LA LIBERTE;rue de la Liberté;rue;de la;Liberté;2000_PARIS
RUE LECOURBE;rue Lecourbe;rue;;Lecourbe;2000_PARIS
VILLA LECOURBE;villa Lecourbe;villa;;Lecourbe;2000_PARIS
RUE ROQUEPINE;rue Roquépine;rue;;Roquépine;2000_PARIS
RUE DES RONDONNEAUX;rue des Rondonneaux;rue;des;Rondonneaux;2000_PARIS
PASSAGE DE LA PROVIDENCE;passage de la Providence;passage;de la;Providence;2000_PARIS
RUE PAVEE;rue Pavée;rue;;Pavée;2000_PARIS
RUE DE LA MEURTHE;rue de la Meurthe;rue;de la;Meurthe;2000_PARIS
AVENUE MOZART;avenue Mozart;avenue;;Mozart;2000_PARIS
RUE DU MARCHE POPINCOURT;rue du Marché Popincourt;rue;du;Marché Popincourt;2000_PARIS
PASSAGE PIAT;passage Piat;passage;;Piat;2000_PARIS
RUE DE PERCEVAL;rue de Perceval;rue;de;Perceval;2000_PARIS
RUE PIERRE ET MARIE CURIE;rue Pierre et Marie Curie;rue;;Pierre et Marie Curie;2000_PARIS
RUE LACAILLE;rue Lacaille;rue;;Lacaille;2000_PARIS
RUE DE LA MARE;rue de la Mare;rue;de la;Mare;2000_PARIS
RUE DE MONCEAU;rue de Monceau;rue;de;Monceau;2000_PARIS
RUE PACHE;rue Pache;rue;;Pache;2000_PARIS
RUE MESLAY;rue Meslay;rue;;Meslay;2000_PARIS
RUE JEAN MOREAS;rue Jean Moréas;rue;;Jean Moréas;2000_PARIS
RUE DE MONTMORENCY;rue de Montmorency;rue;de;Montmorency;2000_PARIS
ROUTE DAUPHINE;route Dauphine;route;;Dauphine;2000_PARIS
ROUTE DOM PERIGNON;route Dom Pérignon;route;;Dom Pérignon;2000_PARIS
PLACE DU PONT NEUF;place du Pont Neuf;place;du;Pont Neuf;2000_PARIS
RUE DE POITIERS;rue de Poitiers;rue;de;Poitiers;2000_PARIS
ALLEE PERNETTE DU GUILLET;allée Pernette du Guillet;allée;;Pernette du Guillet;2000_PARIS
VOIE AA/13;voie AA/13;voie;;AA/13;2000_PARIS
IMPASSE ONFROY;impasse Onfroy;impasse;;Onfroy;2000_PARIS
RUE PONCELET;rue Poncelet;rue;;Poncelet;2000_PARIS
RUE DE L'OISE;rue de l'Oise;rue;de l';Oise;2000_PARIS
PASSAGE DES PATRIARCHES;passage des Patriarches;passage;des;Patriarches;2000_PARIS
RUE DES PARTANTS;rue des Partants;rue;des;Partants;2000_PARIS
RUE PASCAL;rue Pascal;rue;;Pascal;2000_PARIS
VILLA DU PARC;villa du Parc;villa;du;Parc;2000_PARIS
SQUARE DU PERIGORD;square du Périgord;square;du;Périgord;2000_PARIS
SQUARE PASTEUR;square Pasteur;square;;Pasteur;2000_PARIS
VILLA DU PARC DE MONTSOURIS;villa du Parc de Montsouris;villa;du;Parc de Montsouris;2000_PARIS
RUE LE NOTRE;rue Le Nôtre;rue;;Le Nôtre;2000_PARIS
SQUARE LOUIS GENTIL;square Louis Gentil;square;;Louis Gentil;2000_PARIS
RUE LAPLACE;rue Laplace;rue;;Laplace;2000_PARIS
PLACE JACQUES COPEAU;place Jacques Copeau;place;;Jacques Copeau;2000_PARIS
